Document_No,Line_No,Item Code,Description,Quantity (Clean),Unit_Price,Line_Discount_Percent,Line_Amount,Net_Amount_Excl_VAT,Posting_Date,Total_Amount_Excl_VAT,Total_VAT_Amount,Total_Amount_Incl_VAT,GST (%),Exchange rate,Sales_Channel,Returns_Refunds,Promo_Flag,Customer_ID
DOC000664,1,CAM-C-H-135G,Honey Cashews,2,5.31,9,10.62,9.66,2023-01-19,9.66,0.68,10.34,7%,1.0,Lazada,0,N,CUST0003
DOC000665,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,8,25.2,10,201.6,181.44,2024-08-12,181.44,12.7,194.14,7%,1.0,Shopee,0,Y,CUST0071
DOC000666,1,CAM-A-S-1KG,Smoked Almonds 1kg,4,23.31,11,93.24,82.98,2024-05-09,82.98,5.81,88.79,7%,1.0,Shopee,0,Y,CUST0085
DOC000667,1,CAM-C-R-135G,Roasted Cashews,1,4.7,7,4.7,4.37,2024-12-01,4.37,0.31,4.68,7%,1.0,Lazada,0,N,CUST0035
DOC000668,1,CAM-BG&-WP-135G,Green Peas Wasabi,3,2.22,4,6.66,6.39,2024-04-02,6.39,0.45,6.84,7%,1.0,Shopify,0,N,CUST0028
DOC000669,1,CAM-A-NB-135G,Natural Baked Almonds,3,4.9,6,14.7,13.82,2024-05-19,13.82,0.97,14.79,7%,1.0,Lazada,0,N,CUST0071
DOC000670,1,CAM-C-R-135G,Roasted Cashews,6,4.88,6,29.28,27.52,2023-10-25,27.52,1.93,29.45,7%,1.0,Lazada,0,N,CUST0139
DOC000671,1,CAM-C-H-1KG,Honey Cashews 1kg,2,27.76,10,55.52,49.97,2024-02-07,49.97,3.5,53.47,7%,1.0,Lazada,0,Y,CUST0002
DOC000672,1,CAM-NB-WB-350G,Camel Organic Walnut Butter,3,9.35,7,28.05,26.09,2024-02-26,26.09,1.83,27.92,7%,1.0,Lazada,0,N,CUST0041
DOC000673,1,CAM-C-H-1KG,Honey Cashews 1kg,5,24.76,13,123.8,107.71,2023-02-23,107.71,7.54,115.25,7%,1.0,Shopee,0,Y,CUST0014
DOC000674,1,CAM-C-H-135G,Honey Cashews,2,5.55,14,11.1,9.55,2023-05-05,9.55,0.67,10.22,7%,1.0,Shopee,0,Y,CUST0061
DOC000675,1,CAM-C-R-135G,Roasted Cashews,2,4.97,12,9.94,8.75,2023-06-14,8.75,0.61,9.36,7%,1.0,Shopee,0,Y,CUST0149
DOC000676,1,CAM-C-H-1KG,Honey Cashews 1kg,1,24.59,9,24.59,22.38,2024-02-21,22.38,1.57,23.95,7%,1.0,Lazada,0,N,CUST0117
DOC000677,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,2,27.81,15,55.62,47.28,2024-01-21,47.28,3.31,50.59,7%,1.0,Shopee,1,Y,CUST0034
DOC000678,1,CAM-MN-FM-135G,Fancy Mixed Nuts,2,5.71,14,11.42,9.82,2023-09-21,9.82,0.69,10.51,7%,1.0,Shopee,0,Y,CUST0091
DOC000679,1,CAM-NB-AB-350G,Camel Organic Almond Butter,2,10.22,0,20.44,20.44,2024-08-20,20.44,1.43,21.87,7%,1.0,Shopify,0,N,CUST0169
DOC000680,1,CAM-A-H-135G,Honey Almonds,1,5.29,11,5.29,4.71,2024-04-28,4.71,0.33,5.04,7%,1.0,Shopee,0,Y,CUST0094
DOC000681,1,CAM-MN-FM-135G,Fancy Mixed Nuts,2,5.37,0,10.74,10.74,2023-03-11,10.74,0.75,11.49,7%,1.0,Shopify,0,N,CUST0197
DOC000682,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,4,28.54,10,114.16,102.74,2024-08-20,102.74,7.19,109.93,7%,1.0,Shopee,0,Y,CUST0180
DOC000683,1,CAM-A-R-1KG,Raw Almonds 1kg,2,20.36,9,40.72,37.06,2023-09-09,37.06,2.59,39.65,7%,1.0,Lazada,0,N,CUST0130
DOC000684,1,CAM-MN-RM-135G,Natural Baked Ruby Mix,3,4.97,4,14.91,14.31,2023-12-16,14.31,1.0,15.31,7%,1.0,Shopify,1,N,CUST0100
DOC000685,1,CAM-MN-CM-135G,Natural Cocktail Mix,1,5.39,5,5.39,5.12,2023-04-19,5.12,0.36,5.48,7%,1.0,Lazada,0,N,CUST0175
DOC000686,1,CAM-A-BS-1KG,Almonds Blanched Sliced 1kg,2,22.7,6,45.4,42.68,2023-11-17,42.68,2.99,45.67,7%,1.0,Shopify,0,N,CUST0166
DOC000687,1,CAM-BG&-WP-135G,Green Peas Wasabi,4,2.42,7,9.68,9.0,2023-06-04,9.0,0.63,9.63,7%,1.0,Lazada,0,N,CUST0193
DOC000688,1,CAM-P-GS-135G,Garlic Shandong Groundnuts,3,2.01,8,6.03,5.55,2024-06-08,5.55,0.39,5.94,7%,1.0,Lazada,0,N,CUST0166
DOC000689,1,CAM-A-S-135G,Smoked Almonds,10,5.21,10,52.1,46.89,2024-02-11,46.89,3.28,50.17,7%,1.0,Shopify,0,Y,CUST0003
DOC000690,1,CAM-C-R-135G,Roasted Cashews,3,5.09,9,15.27,13.9,2024-11-07,13.9,0.97,14.87,7%,1.0,Lazada,0,N,CUST0067
DOC000691,1,CAM-C-NB-135G,Natural Baked Cashews,2,4.58,3,9.16,8.89,2023-03-28,8.89,0.62,9.51,7%,1.0,Shopify,0,N,CUST0090
DOC000692,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,2,25.95,11,51.9,46.19,2024-02-04,46.19,3.23,49.42,7%,1.0,Shopee,0,Y,CUST0157
DOC000693,1,CAM-MN-CM-135G,Natural Cocktail Mix,4,5.32,15,21.28,18.09,2023-12-19,18.09,1.27,19.36,7%,1.0,Shopee,0,Y,CUST0016
DOC000694,1,CAM-MN-FM-135G,Fancy Mixed Nuts,5,4.86,5,24.3,23.08,2023-12-21,23.08,1.62,24.7,7%,1.0,Shopify,0,N,CUST0144
DOC000695,1,CAM-BG&-BB-135G,Broad Beans (Fava) Original,4,2.07,10,8.28,7.45,2024-07-12,7.45,0.52,7.97,7%,1.0,Lazada,0,Y,CUST0060
DOC000696,1,CAM-A-H-135G,Honey Almonds,3,5.47,5,16.41,15.59,2023-11-23,15.59,1.09,16.68,7%,1.0,Shopify,0,N,CUST0108
DOC000697,1,CAM-C-R-135G,Roasted Cashews,1,5.13,14,5.13,4.41,2024-05-01,4.41,0.31,4.72,7%,1.0,Shopee,0,Y,CUST0145
DOC000698,1,CAM-C-H-135G,Honey Cashews,1,5.52,3,5.52,5.35,2023-08-11,5.35,0.37,5.72,7%,1.0,Shopify,0,N,CUST0022
DOC000699,1,CAM-MN-FM-135G,Fancy Mixed Nuts,1,5.26,5,5.26,5.0,2023-02-28,5.0,0.35,5.35,7%,1.0,Shopify,0,N,CUST0026
DOC000700,1,CAM-C-R-1KG,Roasted Cashews 1kg,4,28.82,7,115.28,107.21,2024-08-23,107.21,7.5,114.71,7%,1.0,Lazada,0,N,CUST0167
DOC000701,1,CAM-C-R-1KG,Roasted Cashews 1kg,1,29.42,14,29.42,25.3,2024-01-13,25.3,1.77,27.07,7%,1.0,Shopee,0,Y,CUST0031
DOC000702,1,CAM-C-NB-135G,Natural Baked Cashews,2,4.92,0,9.84,9.84,2023-07-02,9.84,0.69,10.53,7%,1.0,Shopify,0,N,CUST0186
DOC000703,1,CAM-C-NB-135G,Natural Baked Cashews,4,4.53,6,18.12,17.03,2023-12-10,17.03,1.19,18.22,7%,1.0,Lazada,0,N,CUST0146
DOC000704,1,CAM-C-R-1KG,Roasted Cashews 1kg,2,29.47,2,58.94,57.76,2024-03-04,57.76,4.04,61.8,7%,1.0,Shopify,0,N,CUST0020
DOC000705,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,1,25.51,10,25.51,22.96,2023-06-30,22.96,1.61,24.57,7%,1.0,Shopee,0,Y,CUST0130
DOC000706,1,CAM-DF&-C-200G,Dried Cranberries,2,4.79,12,9.58,8.43,2023-04-18,8.43,0.59,9.02,7%,1.0,Shopee,0,Y,CUST0054
DOC000707,1,CAM-C-R-1KG,Roasted Cashews 1kg,3,26.12,7,78.36,72.87,2024-12-27,72.87,5.1,77.97,7%,1.0,Lazada,0,N,CUST0068
DOC000708,1,CAM-C-H-135G,Honey Cashews,2,5.01,7,10.02,9.32,2023-04-22,9.32,0.65,9.97,7%,1.0,Lazada,0,N,CUST0191
DOC000709,1,CAM-P-B-1KG,Baked Pistachios 1kg,4,25.71,11,102.84,91.53,2023-10-01,91.53,6.41,97.94,7%,1.0,Shopee,0,Y,CUST0095
DOC000710,1,CAM-MN-FM-135G,Fancy Mixed Nuts,3,5.37,5,16.11,15.3,2023-11-15,15.3,1.07,16.37,7%,1.0,Lazada,0,N,CUST0055
DOC000711,1,CAM-MN-RM-135G,Natural Baked Ruby Mix,3,5.5,5,16.5,15.68,2024-10-25,15.68,1.1,16.78,7%,1.0,Lazada,0,N,CUST0073
DOC000712,1,CAM-P-C-135G,Cracker Peanuts,3,1.49,7,4.47,4.16,2023-08-11,4.16,0.29,4.45,7%,1.0,Lazada,0,N,CUST0007
DOC000713,1,CAM-C-NB-135G,Natural Baked Cashews,1,4.91,10,4.91,4.42,2023-05-26,4.42,0.31,4.73,7%,1.0,Shopee,0,Y,CUST0095
DOC000714,1,CAM-A-H-36G,Honey Almonds Mini 36g,3,1.64,8,4.92,4.53,2023-02-28,4.53,0.32,4.85,7%,1.0,Lazada,0,N,CUST0140
DOC000715,1,CAM-A-H-36G,Honey Almonds Mini 36g,3,1.5,11,4.5,4.01,2024-07-20,4.01,0.28,4.29,7%,1.0,Shopee,0,Y,CUST0011
DOC000716,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,3,29.12,6,87.36,82.12,2024-01-31,82.12,5.75,87.87,7%,1.0,Lazada,0,N,CUST0200
DOC000717,1,CAM-DF&-M-200G,Dried Mango,7,5.16,5,36.12,34.31,2023-02-13,34.31,2.4,36.71,7%,1.0,Shopify,0,N,CUST0154
DOC000718,1,CAM-A-R-1KG,Raw Almonds 1kg,1,23.91,13,23.91,20.8,2023-12-11,20.8,1.46,22.26,7%,1.0,Shopee,0,Y,CUST0075
DOC000719,1,CAM-C-H-135G,Honey Cashews,3,5.04,3,15.12,14.67,2024-12-26,14.67,1.03,15.7,7%,1.0,Shopify,0,N,CUST0023
DOC000720,1,CAM-MN-CM-135G,Natural Cocktail Mix,1,5.8,5,5.8,5.51,2024-11-26,5.51,0.39,5.9,7%,1.0,Lazada,0,N,CUST0046
DOC000721,1,CAM-C-S-1KG,Satay Cashews 1kg,2,28.9,11,57.8,51.44,2024-01-30,51.44,3.6,55.04,7%,1.0,Shopee,0,Y,CUST0092
DOC000722,1,CAM-C-R-1KG,Roasted Cashews 1kg,2,27.99,10,55.98,50.38,2023-06-12,50.38,3.53,53.91,7%,1.0,Shopee,0,Y,CUST0163
DOC000723,1,CAM-A-H-135G,Honey Almonds,4,5.6,10,22.4,20.16,2024-02-11,20.16,1.41,21.57,7%,1.0,Lazada,1,Y,CUST0073
DOC000724,1,CAM-P-B-1KG,Baked Pistachios 1kg,3,28.81,10,86.43,77.79,2024-01-07,77.79,5.45,83.24,7%,1.0,Lazada,0,Y,CUST0097
DOC000725,1,CAM-MN-CM-135G,Natural Cocktail Mix,5,5.37,3,26.85,26.04,2024-12-18,26.04,1.82,27.86,7%,1.0,Shopify,0,N,CUST0008
DOC000726,1,CAM-A-H-36G,Honey Almonds Mini 36g,3,1.36,12,4.08,3.59,2023-01-07,3.59,0.25,3.84,7%,1.0,Shopee,0,Y,CUST0158
DOC000727,1,CAM-MN-RM-135G,Natural Baked Ruby Mix,12,5.09,1,61.08,60.47,2023-09-10,60.47,4.23,64.7,7%,1.0,Shopify,0,N,CUST0052
DOC000728,1,CAM-MN-FM-135G,Fancy Mixed Nuts,5,5.71,11,28.55,25.41,2023-11-17,25.41,1.78,27.19,7%,1.0,Shopee,0,Y,CUST0145
DOC000729,1,CAM-A-H-135G,Honey Almonds,1,5.2,8,5.2,4.78,2024-06-03,4.78,0.33,5.11,7%,1.0,Lazada,0,N,CUST0038
DOC000730,1,CAM-C-H-135G,Honey Cashews,2,5.54,5,11.08,10.53,2024-07-02,10.53,0.74,11.27,7%,1.0,Lazada,0,N,CUST0153
DOC000731,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,5,29.66,8,148.3,136.44,2024-06-09,136.44,9.55,145.99,7%,1.0,Lazada,0,N,CUST0105
DOC000732,1,CAM-C-H-135G,Honey Cashews,8,5.51,5,44.08,41.88,2024-02-02,41.88,2.93,44.81,7%,1.0,Lazada,0,N,CUST0187
DOC000733,1,CAM-A-S-135G,Smoked Almonds,3,5.14,14,15.42,13.26,2024-01-25,13.26,0.93,14.19,7%,1.0,Shopee,1,Y,CUST0025
DOC000734,1,CAM-A-H-36G,Honey Almonds Mini 36g,1,1.45,10,1.45,1.31,2023-08-22,1.31,0.09,1.4,7%,1.0,Shopee,0,Y,CUST0048
DOC000735,1,CAM-C-H-135G,Honey Cashews,5,5.65,4,28.25,27.12,2024-11-01,27.12,1.9,29.02,7%,1.0,Shopify,0,N,CUST0083
DOC000736,1,CAM-C-NB-135G,Natural Baked Cashews,2,4.86,14,9.72,8.36,2023-11-28,8.36,0.59,8.95,7%,1.0,Shopee,0,Y,CUST0162
DOC000737,1,CAM-C-H-1KG,Honey Cashews 1kg,2,25.16,14,50.32,43.28,2023-10-23,43.28,3.03,46.31,7%,1.0,Shopee,0,Y,CUST0102
DOC000738,1,CAM-C-H-135G,Honey Cashews,6,5.42,15,32.52,27.64,2024-08-25,27.64,1.93,29.57,7%,1.0,Shopee,0,Y,CUST0150
DOC000739,1,CAM-A-S-135G,Smoked Almonds,12,5.59,6,67.08,63.06,2024-05-28,63.06,4.41,67.47,7%,1.0,Lazada,0,N,CUST0074
DOC000740,1,CAM-NB-AB-350G,Camel Organic Almond Butter,1,9.1,2,9.1,8.92,2023-09-17,8.92,0.62,9.54,7%,1.0,Shopify,0,N,CUST0054
DOC000741,1,CAM-P-B-400G,Baked Pistachios 400g,4,8.81,8,35.24,32.42,2023-01-11,32.42,2.27,34.69,7%,1.0,Lazada,0,N,CUST0182
DOC000742,1,CAM-A-H-36G,Honey Almonds Mini 36g,1,1.41,5,1.41,1.34,2023-01-04,1.34,0.09,1.43,7%,1.0,Lazada,0,N,CUST0075
DOC000743,1,CAM-DF&-C-200G,Dried Cranberries,1,5.08,12,5.08,4.47,2024-10-16,4.47,0.31,4.78,7%,1.0,Shopee,0,Y,CUST0110
DOC000744,1,CAM-A-H-36G,Honey Almonds Mini 36g,3,1.4,10,4.2,3.78,2023-03-22,3.78,0.26,4.04,7%,1.0,Shopee,0,Y,CUST0039
DOC000745,1,CAM-C-NB-135G,Natural Baked Cashews,4,5.13,15,20.52,17.44,2024-02-17,17.44,1.22,18.66,7%,1.0,Shopee,0,Y,CUST0050
DOC000746,1,CAM-A-H-36G,Honey Almonds Mini 36g,2,1.64,6,3.28,3.08,2024-02-12,3.08,0.22,3.3,7%,1.0,Lazada,0,N,CUST0049
DOC000747,1,CAM-MN-RM-135G,Natural Baked Ruby Mix,1,5.14,8,5.14,4.73,2023-05-30,4.73,0.33,5.06,7%,1.0,Lazada,0,N,CUST0081
DOC000748,1,CAM-MN-RM-135G,Natural Baked Ruby Mix,1,4.98,2,4.98,4.88,2023-12-07,4.88,0.34,5.22,7%,1.0,Shopify,0,N,CUST0182
DOC000749,1,CAM-MN-FM-135G,Fancy Mixed Nuts,7,5.19,4,36.33,34.88,2023-11-25,34.88,2.44,37.32,7%,1.0,Shopify,0,N,CUST0126
DOC000750,1,CAM-C-R-1KG,Roasted Cashews 1kg,2,27.16,5,54.32,51.6,2024-01-02,51.6,3.61,55.21,7%,1.0,Shopify,0,N,CUST0005
DOC000751,1,CAM-DF&-M-200G,Dried Mango,1,4.69,10,4.69,4.22,2024-10-22,4.22,0.3,4.52,7%,1.0,Lazada,0,Y,CUST0035
DOC000752,1,CAM-A-H-135G,Honey Almonds,5,5.72,0,28.6,28.6,2024-11-23,28.6,2.0,30.6,7%,1.0,Shopify,0,N,CUST0189
DOC000753,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,2,24.42,5,48.84,46.4,2023-02-09,46.4,3.25,49.65,7%,1.0,Lazada,0,N,CUST0087
DOC000754,1,CAM-MN-RM-135G,Natural Baked Ruby Mix,3,5.8,10,17.4,15.66,2023-11-29,15.66,1.1,16.76,7%,1.0,Shopee,0,Y,CUST0041
DOC000755,1,CAM-A-H-36G,Honey Almonds Mini 36g,2,1.4,13,2.8,2.44,2023-08-26,2.44,0.17,2.61,7%,1.0,Shopee,0,Y,CUST0056
DOC000756,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,4,27.3,11,109.2,97.19,2024-08-19,97.19,6.8,103.99,7%,1.0,Shopee,0,Y,CUST0187
DOC000757,1,CAM-C-NB-135G,Natural Baked Cashews,2,4.93,12,9.86,8.68,2023-10-12,8.68,0.61,9.29,7%,1.0,Shopee,0,Y,CUST0173
DOC000758,1,CAM-MN-RM-135G,Natural Baked Ruby Mix,6,5.49,4,32.94,31.62,2023-12-25,31.62,2.21,33.83,7%,1.0,Shopify,0,N,CUST0167
DOC000759,1,CAM-C-H-1KG,Honey Cashews 1kg,2,26.55,14,53.1,45.67,2024-05-11,45.67,3.2,48.87,7%,1.0,Shopee,0,Y,CUST0156
DOC000760,1,CAM-A-H-36G,Honey Almonds Mini 36g,2,1.58,4,3.16,3.03,2024-03-06,3.03,0.21,3.24,7%,1.0,Shopify,0,N,CUST0188
DOC000761,1,CAM-C-H-1KG,Honey Cashews 1kg,5,26.19,9,130.95,119.16,2024-06-23,119.16,8.34,127.5,7%,1.0,Lazada,0,N,CUST0103
DOC000762,1,CAM-MN-CM-135G,Natural Cocktail Mix,4,5.2,9,20.8,18.93,2023-11-30,18.93,1.33,20.26,7%,1.0,Lazada,0,N,CUST0070
DOC000763,1,CAM-MN-CM-135G,Natural Cocktail Mix,3,5.59,8,16.77,15.43,2024-01-20,15.43,1.08,16.51,7%,1.0,Shopify,0,N,CUST0196
DOC000764,1,CAM-A-H-135G,Honey Almonds,5,5.33,10,26.65,23.98,2023-08-05,23.98,1.68,25.66,7%,1.0,Shopee,1,Y,CUST0151
DOC000765,1,CAM-C-H-135G,Honey Cashews,4,5.7,11,22.8,20.29,2024-08-09,20.29,1.42,21.71,7%,1.0,Shopee,0,Y,CUST0104
DOC000766,1,CAM-BG&-BB-135G,Broad Beans (Fava) Original,4,2.36,3,9.44,9.16,2024-10-30,9.16,0.64,9.8,7%,1.0,Shopify,0,N,CUST0002
DOC000767,1,CAM-NB-CB-350G,Camel Organic Cashew Butter,3,10.43,14,31.29,26.91,2023-09-02,26.91,1.88,28.79,7%,1.0,Shopee,0,Y,CUST0155
DOC000768,1,CAM-C-H-135G,Honey Cashews,4,5.44,14,21.76,18.71,2023-12-31,18.71,1.31,20.02,7%,1.0,Lazada,1,Y,CUST0094
DOC000769,1,CAM-BG&-WP-135G,Green Peas Wasabi,3,2.3,13,6.9,6.0,2023-02-18,6.0,0.42,6.42,7%,1.0,Lazada,0,Y,CUST0040
DOC000770,1,CAM-DF&-M-200G,Dried Mango,6,4.9,13,29.4,25.58,2023-02-21,25.58,1.79,27.37,7%,1.0,Shopee,0,Y,CUST0014
DOC000771,1,CAM-C-S-1KG,Satay Cashews 1kg,3,28.06,4,84.18,80.81,2023-03-16,80.81,5.66,86.47,7%,1.0,Shopify,0,N,CUST0138
DOC000772,1,CAM-A-H-36G,Honey Almonds Mini 36g,4,1.48,10,5.92,5.33,2024-03-01,5.33,0.37,5.7,7%,1.0,Shopee,0,Y,CUST0193
DOC000773,1,CAM-A-NB-135G,Natural Baked Almonds,2,5.21,6,10.42,9.79,2024-08-17,9.79,0.69,10.48,7%,1.0,Lazada,0,N,CUST0041
DOC000774,1,CAM-P-S-135G,Sugar Peanuts,2,1.67,11,3.34,2.97,2023-03-02,2.97,0.21,3.18,7%,1.0,Shopee,0,Y,CUST0084
DOC000775,1,CAM-C-R-135G,Roasted Cashews,2,4.57,11,9.14,8.13,2024-12-30,8.13,0.57,8.7,7%,1.0,Shopee,0,Y,CUST0099
DOC000776,1,CAM-C-H-1KG,Honey Cashews 1kg,5,26.29,7,131.45,122.25,2023-10-20,122.25,8.56,130.81,7%,1.0,Lazada,0,N,CUST0199
DOC000777,1,CAM-C-H-1KG,Honey Cashews 1kg,5,24.67,10,123.35,111.01,2024-11-12,111.01,7.77,118.78,7%,1.0,Shopee,1,Y,CUST0122
DOC000778,1,CAM-MN-CM-135G,Natural Cocktail Mix,3,4.83,10,14.49,13.04,2024-12-31,13.04,0.91,13.95,7%,1.0,Shopee,0,Y,CUST0080
DOC000779,1,CAM-A-H-135G,Honey Almonds,2,5.14,12,10.28,9.05,2024-10-07,9.05,0.63,9.68,7%,1.0,Shopee,0,Y,CUST0046
DOC000780,1,CAM-MN-FM-135G,Fancy Mixed Nuts,2,5.65,7,11.3,10.51,2023-11-07,10.51,0.74,11.25,7%,1.0,Lazada,0,N,CUST0173
DOC000781,1,CAM-C-R-1KG,Roasted Cashews 1kg,4,28.61,10,114.44,103.0,2023-01-12,103.0,7.21,110.21,7%,1.0,Lazada,0,Y,CUST0028
DOC000782,1,CAM-A-H-36G,Honey Almonds Mini 36g,1,1.52,14,1.52,1.31,2024-01-05,1.31,0.09,1.4,7%,1.0,Shopify,0,Y,CUST0095
DOC000783,1,CAM-A-H-135G,Honey Almonds,2,5.25,8,10.5,9.66,2023-12-26,9.66,0.68,10.34,7%,1.0,Lazada,0,N,CUST0055
DOC000784,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,7,27.75,13,194.25,169.0,2023-01-02,169.0,11.83,180.83,7%,1.0,Shopee,1,Y,CUST0140
DOC000785,1,CAM-MN-CM-135G,Natural Cocktail Mix,5,5.12,13,25.6,22.27,2024-11-01,22.27,1.56,23.83,7%,1.0,Shopee,0,Y,CUST0130
DOC000786,1,CAM-A-H-36G,Honey Almonds Mini 36g,1,1.54,15,1.54,1.31,2023-03-17,1.31,0.09,1.4,7%,1.0,Shopee,0,Y,CUST0177
DOC000787,1,CAM-C-R-1KG,Roasted Cashews 1kg,1,24.69,13,24.69,21.48,2024-02-29,21.48,1.5,22.98,7%,1.0,Shopee,1,Y,CUST0123
DOC000788,1,CAM-P-B-400G,Baked Pistachios 400g,1,8.66,7,8.66,8.05,2023-07-24,8.05,0.56,8.61,7%,1.0,Lazada,0,N,CUST0084
DOC000789,1,CAM-MN-FM-135G,Fancy Mixed Nuts,4,5.86,15,23.44,19.92,2023-11-22,19.92,1.39,21.31,7%,1.0,Shopee,0,Y,CUST0116
DOC000790,1,CAM-MN-CM-135G,Natural Cocktail Mix,4,5.63,1,22.52,22.29,2023-12-18,22.29,1.56,23.85,7%,1.0,Shopify,0,N,CUST0142
DOC000791,1,CAM-C-S-1KG,Satay Cashews 1kg,3,27.68,5,83.04,78.89,2024-02-10,78.89,5.52,84.41,7%,1.0,Lazada,0,N,CUST0037
DOC000792,1,CAM-NB-CB-350G,Camel Organic Cashew Butter,4,9.18,11,36.72,32.68,2024-01-10,32.68,2.29,34.97,7%,1.0,Shopee,0,Y,CUST0082
DOC000793,1,CAM-C-R-135G,Roasted Cashews,3,5.3,10,15.9,14.31,2023-10-29,14.31,1.0,15.31,7%,1.0,Lazada,0,Y,CUST0198
DOC000794,1,CAM-A-H-36G,Honey Almonds Mini 36g,2,1.53,5,3.06,2.91,2023-01-19,2.91,0.2,3.11,7%,1.0,Shopify,0,N,CUST0114
DOC000795,1,CAM-A-H-36G,Honey Almonds Mini 36g,3,1.35,14,4.05,3.48,2023-02-28,3.48,0.24,3.72,7%,1.0,Lazada,0,Y,CUST0050
DOC000796,1,CAM-C-H-135G,Honey Cashews,2,5.58,0,11.16,11.16,2024-02-27,11.16,0.78,11.94,7%,1.0,Shopify,0,N,CUST0197
DOC000797,1,CAM-MN-FM-135G,Fancy Mixed Nuts,5,5.01,15,25.05,21.29,2024-02-19,21.29,1.49,22.78,7%,1.0,Shopee,0,Y,CUST0161
DOC000798,1,CAM-BG&-WP-135G,Green Peas Wasabi,2,2.42,11,4.84,4.31,2024-04-06,4.31,0.3,4.61,7%,1.0,Shopee,0,Y,CUST0174
DOC000799,1,CAM-C-R-135G,Roasted Cashews,2,5.39,6,10.78,10.13,2023-02-07,10.13,0.71,10.84,7%,1.0,Shopify,0,N,CUST0164
DOC000800,1,CAM-C-R-1KG,Roasted Cashews 1kg,5,25.86,11,129.3,115.08,2023-07-05,115.08,8.06,123.14,7%,1.0,Shopee,0,Y,CUST0079
DOC000801,1,CAM-C-H-135G,Honey Cashews,4,5.19,10,20.76,18.68,2023-06-12,18.68,1.31,19.99,7%,1.0,Shopee,0,Y,CUST0084
DOC000802,1,CAM-P-B-400G,Baked Pistachios 400g,6,9.83,13,58.98,51.31,2024-09-12,51.31,3.59,54.9,7%,1.0,Shopee,0,Y,CUST0029
DOC000803,1,CAM-A-H-36G,Honey Almonds Mini 36g,5,1.62,5,8.1,7.69,2024-07-19,7.69,0.54,8.23,7%,1.0,Lazada,1,N,CUST0058
DOC000804,1,CAM-C-H-135G,Honey Cashews,5,4.95,8,24.75,22.77,2024-07-06,22.77,1.59,24.36,7%,1.0,Lazada,0,N,CUST0079
DOC000805,1,CAM-C-R-135G,Roasted Cashews,1,4.93,4,4.93,4.73,2024-12-19,4.73,0.33,5.06,7%,1.0,Shopify,0,N,CUST0139
DOC000806,1,CAM-A-H-135G,Honey Almonds,2,5.72,12,11.44,10.07,2024-11-23,10.07,0.7,10.77,7%,1.0,Shopee,0,Y,CUST0029
DOC000807,1,CAM-A-H-36G,Honey Almonds Mini 36g,3,1.58,6,4.74,4.46,2024-03-15,4.46,0.31,4.77,7%,1.0,Lazada,0,N,CUST0186
DOC000808,1,CAM-C-H-135G,Honey Cashews,3,4.74,6,14.22,13.37,2024-01-05,13.37,0.94,14.31,7%,1.0,Lazada,0,N,CUST0171
DOC000809,1,CAM-C-H-135G,Honey Cashews,3,5.6,12,16.8,14.78,2024-09-15,14.78,1.03,15.81,7%,1.0,Shopee,0,Y,CUST0131
DOC000810,1,CAM-A-H-135G,Honey Almonds,4,4.86,11,19.44,17.3,2024-01-24,17.3,1.21,18.51,7%,1.0,Shopify,0,Y,CUST0115
DOC000811,1,CAM-C-H-135G,Honey Cashews,2,4.83,0,9.66,9.66,2024-07-31,9.66,0.68,10.34,7%,1.0,Shopify,0,N,CUST0130
DOC000812,1,CAM-BG&-WP-135G,Green Peas Wasabi,1,2.41,8,2.41,2.22,2023-04-18,2.22,0.16,2.38,7%,1.0,Lazada,0,N,CUST0128
DOC000813,1,CAM-C-H-1KG,Honey Cashews 1kg,7,27.49,12,192.43,169.34,2024-01-07,169.34,11.85,181.19,7%,1.0,Shopify,0,Y,CUST0178
DOC000814,1,CAM-MN-CM-135G,Natural Cocktail Mix,2,5.76,15,11.52,9.79,2023-12-24,9.79,0.69,10.48,7%,1.0,Shopify,0,Y,CUST0103
DOC000815,1,CAM-MN-FM-135G,Fancy Mixed Nuts,5,5.34,13,26.7,23.23,2023-12-25,23.23,1.63,24.86,7%,1.0,Shopee,0,Y,CUST0200
DOC000816,1,CAM-A-H-36G,Honey Almonds Mini 36g,8,1.36,11,10.88,9.68,2024-01-10,9.68,0.68,10.36,7%,1.0,Shopee,0,Y,CUST0052
DOC000817,1,CAM-A-H-36G,Honey Almonds Mini 36g,3,1.5,9,4.5,4.09,2024-02-23,4.09,0.29,4.38,7%,1.0,Lazada,0,N,CUST0025
DOC000818,1,CAM-C-R-1KG,Roasted Cashews 1kg,2,25.71,15,51.42,43.71,2024-02-19,43.71,3.06,46.77,7%,1.0,Shopee,0,Y,CUST0123
